CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location
41036291,POPEYES,Bronx,845,EAST  149 STREET,10455.0,7182926881,Chicken,09/17/2024,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3.0,A,09/17/2024,08/27/2026,Cycle Inspection / Re-inspection,40.81232858511,-73.90467511475,201.0,8.0,7900.0,2004898.0,2026740015.0,BX34,POINT (-73.90467511475 40.812328585112)
41547077,KFC,Queens,30-42,STEINWAY STREET,11103.0,7182672222,Chicken,09/17/2024,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,5.0,A,09/17/2024,08/27/2026,Cycle Inspection / Re-inspection,40.76274793108,-73.91593334107,401.0,22.0,15500.0,4010664.0,4006600065.0,QN70,POINT (-73.915933341073 40.762747931075)
50072151,BAR CALICO,Manhattan,23,LEXINGTON AVENUE,10010.0,2124751920,Southwestern,09/17/2024,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,13.0,A,09/17/2024,08/27/2026,Cycle Inspection / Initial Inspection,40.73969150517,-73.98459121086,106.0,2.0,6800.0,1018041.0,1008790023.0,MN21,POINT (-73.984591210857 40.739691505171)
50048150,INTERCONTINENTAL BARCLAY - BAR,Manhattan,111,EAST   48 STREET,10017.0,2127555900,American,09/17/2024,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,13.0,A,09/17/2024,08/27/2026,Cycle Inspection / Initial Inspection,40.75554333182,-73.97397927435,105.0,4.0,9200.0,1036224.0,1013030014.0,MN19,POINT (-73.973979274354 40.755543331821)
50066387,NEW TEXAS FRIED CHICKEN,Brooklyn,639,WILSON AVENUE,11207.0,7185741620,Chicken,09/17/2024,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,5.0,A,09/17/2024,08/27/2026,Cycle Inspection / Initial Inspection,40.68942739593,-73.90589720272,304.0,37.0,40900.0,3079770.0,3034360001.0,BK77,POINT (-73.905897202715 40.68942739593)
50105767,MARGIE'S/POOL BAR AT THE ROCKAWAY HOTEL,Queens,108-10,ROCKAWAY BEACH DRIVE,11694.0,3473511967,American,09/17/2024,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,5.0,A,09/17/2024,08/27/2026,Cycle Inspection / Initial Inspection,40.58140377033,-73.82987326701,414.0,32.0,93800.0,4615227.0,4161807501.0,QN10,POINT (-73.829873267008 40.581403770332)
50000307,JOHNNY'S FRIED CHICKEN,Bronx,1350,SHAKESPEARE AVENUE,10452.0,7186810641,Chicken,09/17/2024,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,20.0,,,08/27/2026,Cycle Inspection / Initial Inspection,40.84058522264,-73.92225687702,204.0,16.0,21100.0,2003332.0,2025200001.0,BX26,POINT (-73.922256877016 40.840585222638)
40783967,AMPERSAND,Manhattan,294,3 AVENUE,10010.0,2124778100,New American,09/17/2024,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3.0,A,09/17/2024,08/27/2026,Cycle Inspection / Initial Inspection,40.738574212,-73.98334291021,106.0,2.0,6800.0,1018023.0,1008780042.0,MN21,POINT (-73.983342910205 40.738574211998)
50138568,KOONG WING RESTAURANT,Brooklyn,6011,4 AVENUE,11220.0,7184397210,Chinese,09/17/2024,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,5.0,A,09/17/2024,08/27/2026,Cycle Inspection / Re-inspection,40.6406980505,-74.01855309057,307.0,38.0,12200.0,3143412.0,3057820005.0,BK32,POINT (-74.018553090569 40.640698050495)
50092817,ALWAHA RESTAURANT,Bronx,1907,WHITE PLAINS ROAD,10462.0,6462035292,Middle Eastern,09/17/2024,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12.0,A,09/17/2024,08/27/2026,Cycle Inspection / Initial Inspection,40.84761622483,-73.86721792898,211.0,13.0,23000.0,2095011.0,2042540001.0,BX37,POINT (-73.867217928977 40.847616224826)
50074603,CHICK-FIL-A,Manhattan,144,FULTON STREET,10038.0,7185765459,Chicken,09/17/2024,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3.0,A,09/17/2024,08/27/2026,Cycle Inspection / Initial Inspection,40.71057025551,-74.00846570667,101.0,1.0,1502.0,1001223.0,1000790025.0,MN25,POINT (-74.008465706667 40.710570255513)
41620333,BEIJING HOUSE,Brooklyn,553,WILSON AVENUE,11207.0,7189193888,Chinese,09/17/2024,Violations were cited in the following area(s).,28-06,Contract with a pest management professional not in place.  Record of extermination activities not kept on premises.,Not Critical,9.0,A,09/17/2024,08/27/2026,Cycle Inspection / Initial Inspection,40.69143941815,-73.90943183438,304.0,37.0,43700.0,3078864.0,3034120008.0,BK77,POINT (-73.909431834376 40.691439418154)
40751933,SIDO FALAFEL & MORE,Manhattan,267,COLUMBUS AVENUE,10023.0,2124962803,Mediterranean,09/17/2024,Violations were cited in the following area(s).,28-06,Contract with a pest management professional not in place. Record of extermination activities not kept on premises.,Not Critical,2.0,A,09/17/2024,08/27/2026,Cycle Inspection / Initial Inspection,40.77771642487,-73.97855614573,107.0,6.0,15700.0,1028631.0,1011250001.0,MN14,POINT (-73.978556145725 40.77771642487)
50070541,LE BOTANISTE,Manhattan,127,GRAND STREET,10013.0,3478044095,Vegan,09/17/2024,Violations were cited in the following area(s).,04P,"Food containing a prohibited substance held, kept, offered, prepared, processed, packaged, or served.",Critical,10.0,A,09/17/2024,08/27/2026,Cycle Inspection / Initial Inspection,40.72059446228,-74.00021284708,102.0,1.0,4500.0,1003035.0,1002320013.0,MN24,POINT (-74.000212847084 40.720594462281)
50116690,SMASHBURGER #1747,Manhattan,804,LEXINGTON AVENUE,10065.0,6467221300,Hamburgers,09/17/2024,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,12.0,A,09/17/2024,08/27/2026,Cycle Inspection / Initial Inspection,40.76419843556,-73.96675598221,108.0,4.0,11402.0,1042035.0,1013970015.0,MN40,POINT (-73.966755982213 40.764198435563)
40588072,CIRO'S PIZZA,Queens,113-19,BEACH CHANNEL DRIVE,11694.0,7184748068,Pizza,09/17/2024,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,12.0,A,09/17/2024,08/27/2026,Cycle Inspection / Initial Inspection,40.58241467384,-73.83607723964,414.0,32.0,93800.0,4303766.0,4161660434.0,QN10,POINT (-73.836077239636 40.582414673839)
50142521,PANERA BREAD #9202,Manhattan,525,EAST   68 STREET,10065.0,9178191537,American,09/17/2024,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2.0,A,09/17/2024,08/27/2026,Cycle Inspection / Initial Inspection,40.76414237594,-73.95525111257,108.0,5.0,11600.0,1084781.0,1014800001.0,MN31,POINT (-73.955251112566 40.764142375937)
40806208,PAUL WEISS RIFKIN WHARTON,Manhattan,1285,6 AVENUE,10019.0,2123732423,American,09/17/2024,Violations were cited in the following area(s).,06A,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.,Critical,9.0,A,09/17/2024,08/27/2026,Cycle Inspection / Initial Inspection,40.76074582556,-73.97981782725,105.0,4.0,13100.0,1023158.0,1010040029.0,MN17,POINT (-73.979817827252 40.760745825561)
50072884,SIDE BY SIDE PIZZA & BUREK,Bronx,769,ASTOR AVENUE,10467.0,7183243595,Pizza,09/17/2024,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,5.0,A,09/17/2024,08/27/2026,Cycle Inspection / Initial Inspection,40.85960526559,-73.86489466387,211.0,13.0,33000.0,2050059.0,2043480005.0,BX07,POINT (-73.864894663873 40.859605265586)
41471984,LITTLE BEAVER,Brooklyn,24,SAINT NICHOLAS AVENUE,11237.0,6469248488,American,09/17/2022,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests  in  establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,10.0,A,09/17/2022,08/27/2026,Cycle Inspection / Initial Inspection,40.70753276219,-73.92161192523,304.0,34.0,44700.0,3072616.0,3031890020.0,BK77,POINT (-73.92161192523 40.707532762187)
41068088,PARADE GROUNDS SNACK BAR,Brooklyn,50,PARKSIDE AVENUE,11226.0,7188566028,American,09/17/2022,Violations were cited in the following area(s).,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",Critical,5.0,A,09/17/2022,08/27/2026,Cycle Inspection / Initial Inspection,40.65218219887,-73.9687508935,314.0,40.0,17700.0,3411657.0,3050510001.0,BK99,POINT (-73.968750893503 40.652182198867)
41326289,TEN JAPANESE CUISINE,Brooklyn,440,7 AVENUE,11215.0,7187689888,Japanese,09/17/2022,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,12.0,A,09/17/2022,08/27/2026,Cycle Inspection / Initial Inspection,40.66337039011,-73.98452600625,306.0,39.0,14900.0,3250854.0,3010437501.0,BK37,POINT (-73.98452600625 40.663370390105)
41366074,EE LANG,Queens,36-27,164 STREET,11358.0,7184630074,Korean,09/17/2016,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,12.0,A,09/17/2016,08/27/2026,Cycle Inspection / Initial Inspection,40.76256637766,-73.80178603575,407.0,19.0,117500.0,4119566.0,4052870009.0,QN51,POINT (-73.801786035747 40.76256637766)
50115769,PIZZA HUT,Brooklyn,37,HILLEL PLACE,11210.0,9295510009,Pizza,09/16/2025,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,12.0,A,09/16/2025,08/27/2026,Cycle Inspection / Re-inspection,40.63216546905,-73.948595546,314.0,45.0,77400.0,3205805.0,3075560001.0,BK42,POINT (-73.948595545995 40.632165469051)
50113982,SWEETGREEN,Manhattan,599,LEXINGTON AVENUE,10022.0,7182108491,Salads,09/16/2025,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12.0,A,09/16/2025,08/27/2026,Cycle Inspection / Initial Inspection,40.75826817739,-73.97105440859,106.0,4.0,10000.0,1036467.0,1013070023.0,MN19,POINT (-73.971054408587 40.758268177392)
50006420,TACOS TIJUANA,Brooklyn,5807,5 AVENUE,11220.0,7184924369,Mexican,09/16/2025,Violations were cited in the following area(s).,04M,Live roaches in facility's food or non-food area.,Critical,10.0,,,08/27/2026,Cycle Inspection / Initial Inspection,40.64050642522,-74.01508312547,307.0,38.0,10200.0,3016044.0,3008560006.0,BK34,POINT (-74.015083125468 40.640506425224)
50080117,NEW YORK BAGELS & CAFE,Manhattan,587,1 AVENUE,10016.0,9178335013,American,09/16/2025,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,21.0,B,09/16/2025,08/27/2026,Cycle Inspection / Re-inspection,40.7434992619,-73.9737241612,106.0,2.0,7000.0,1085497.0,1009390034.0,MN20,POINT (-73.973724161201 40.743499261901)
50123186,PERIZIA KOSHER PIZZA,Brooklyn,3003,AVENUE J,11210.0,7187582600,Jewish/Kosher,09/16/2025,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,13.0,A,09/16/2025,08/27/2026,Cycle Inspection / Re-inspection,40.62679306657,-73.94671199579,318.0,45.0,74200.0,3425615.0,3075940009.0,BK58,POINT (-73.946711995793 40.626793066573)
41139007,POLLOS MARIO,Queens,62-01,WOODSIDE AVENUE,11377.0,7182059898,Latin American,09/16/2025,Violations were cited in the following area(s).,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",Critical,30.0,,,08/27/2026,Cycle Inspection / Initial Inspection,40.744616442,-73.90256373432,402.0,26.0,26100.0,4030040.0,4012940023.0,QN63,POINT (-73.902563734319 40.744616442001)
50082813,WOK 88,Manhattan,1570,3 AVENUE,10128.0,2128288688,Chinese,09/16/2025,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,16.0,B,09/16/2025,08/27/2026,Cycle Inspection / Re-inspection,40.78027237879,-73.95293291428,108.0,5.0,14802.0,1048085.0,1015170034.0,MN40,POINT (-73.952932914281 40.780272378789)
